"name","rank","year","industry","sector","headquarters_state","headquarters_city","market_value_mil","revenue_mil","profit_mil","asset_mil","employees","founder_is_ceo","female_ceo","newcomer_to_fortune_500","global_500"
"Dole Food Company, Inc.",304,1996,"Food",,"CA",,,4152.8,,,,,,,
"Illinois Tool Works, Inc.",305,1996,"Metal Products",,"IL",,,4152.2,,,,,,,
"Mutual of Omaha Insurance Companies",306,1996,"Insurance: Life, Health (Mutual)",,"NE",,,4134.3,,,,,,,
"Unum Corp.",307,1996,"Insurance: Life, Health (Stock)",,"ME",,,4122.9,,,,,,,
"The Stop & Shop Companies, Inc.",308,1996,"Food & Drug Stores",,"MA",,,4116.1,,,,,,,
"Nordstrom, Inc.",309,1996,"General Merchandisers",,"WA",,,4113.5,,,,,,,
"Jefferson Smurfit Corporation",310,1996,"Forest and Paper Products",,"MO",,,4093,,,,,,,
"First Data Corporation",311,1996,"Computer And Data Services",,"NJ",,,4081.2,,,,,,,
"Chiquita Brands International, Inc.",312,1996,"Food",,"OH",,,4026.6,,,,,,,
"Service Merchandise Company, Inc.",313,1996,"Specialty Retailers",,"TN",,,4018.5,,,,,,,
"Gannett Company, Inc.",314,1996,"Publishing, Printing",,"VA",,,4006.7,,,,,,,
"Waban, Inc.",315,1996,"Specialty Retailers",,"MA",,,3978.4,,,,,,,
"Niagara Mohawk Power Corporation",316,1996,"Utilities: Gas and Electric",,"NY",,,3917.3,,,,,,,
"Student Loan Marketing Association",317,1996,"Diversified Financials",,"DC",,,3916.6,,,,,,,
"FHP International Corporation",318,1996,"Health Care",,"CA",,,3909.4,,,,,,,
"Air Products & Chemicals, Inc.",319,1996,"Chemicals",,"PA",,,3891,,,,,,,
"CMS Energy Corporation",320,1996,"Utilities: Gas and Electric",,"MI",,,3890,,,,,,,
"Rohm & Haas Company",321,1996,"Chemicals",,"PA",,,3884,,,,,,,
"Willamette Industries, Inc.",322,1996,"Forest and Paper Products",,"OR",,,3873.6,,,,,,,
"Pitney Bowes, Inc.",323,1996,"Computers, Office Equipment",,"CT",,,3861.2,,,,,,,
"General Public Utilities Corporation",324,1996,"Utilities: Gas and Electric",,"NJ",,,3804.7,,,,,,,
"Marsh & McLennan Companies, Inc.",325,1996,"Diversified Financials",,"NY",,,3770.3,,,,,,,
"Owens-Illinois, Inc.",326,1996,"Building Materials, Glass",,"OH",,,3763.2,,,,,,,
"Wachovia Corporation",327,1996,"Commercial Banks",,"NC",,,3755.4,,,,,,,
"The Bear Stearns Companies, Inc.",328,1996,"X Brokerage",,"NY",,,3753.6,,,,,,,
"Northeast Utilities Service Company",329,1996,"Utilities: Gas and Electric",,"CT",,,3749,,,,,,,
"Dover Corporation",330,1996,"Industrial and Farm Equipment",,"NY",,,3745.9,,,,,,,
"SunTrust Banks, Inc.",331,1996,"Commercial Banks",,"GA",,,3740.3,,,,,,,
"Central & South West Corporation",332,1996,"Utilities: Gas and Electric",,"TX",,,3735,,,,,,,
"PacifiCare Health Systems, Inc.",333,1996,"Health Care",,"CA",,,3731,,,,,,,
"Safeco Corporation",334,1996,"Insurance: Property and Casualty (Stock)",,"WA",,,3722.7,,,,,,,
"Giant Food, Inc.",335,1996,"Food & Drug Stores",,"MD",,,3695.6,,,,,,,
"Hershey Foods Corporation",336,1996,"Food",,"PA",,,3690.7,,,,,,,
"Conrail Inc.",337,1996,"Railroads",,"PA",,,3686,,,,,,,
"Barnett Banks, Inc.",338,1996,"Commercial Banks",,"FL",,,3680,,,,,,,
"Gateway 2000, Inc.",339,1996,"Computers, Office Equipment",,"SD",,,3676.3,,,,,,,
"NGC Corporation",340,1996,"Pipelines",,"TX",,,3665.9,,,,,,,
"WorldCom, Inc.",341,1996,"Telecommunications",,"MS",,,3640,,,,,,,
"Mattel, Inc.",342,1996,"Toys, Sporting Goods",,"CA",,,3638.8,,,,,,,
"DTE Energy Company",343,1996,"Utilities: Gas and Electric",,"MI",,,3635.5,,,,,,,
"American Financial Group",344,1996,"Insurance: Property and Casualty (Stock)",,"OH",,,3629.6,,,,,,,
"Owens-Corning",345,1996,"Building Materials, Glass",,"OH",,,3612,,,,,,,
"The Dial Corp.",346,1996,"Soaps, Cosmetics",,"AZ",,,3575.1,,,,,,,
"Premark International, Inc.",347,1996,"Rubber and Plastic Products",,"IL",,,3573.6,,,,,,,
"The Circle K Corporation",348,1996,"Food & Drug Stores",,"AZ",,,3565.6,,,,,,,
"Great Western Financial Corporation",349,1996,"Savings Institutions",,"CA",,,3556.4,,,,,,,
"General Dynamics Corporation",350,1996,"Aerospace & Defense",,"VA",,,3544,,,,,,,
"The Penn Traffic Company",351,1996,"Food & Drug Stores",,"NY",,,3536.6,,,,,,,
"U.S. Healthcare, Inc.",352,1996,"Health Care",,"PA",,,3517.8,,,,,,,
"Food 4 Less Holdings, Inc.",353,1996,"Food & Drug Stores",,"CA",,,3494,,,,,,,
"The Times Mirror Company",354,1996,"Publishing, Printing",,"CA",,,3491,,,,,,,
"Reebok International Ltd.",355,1996,"Wholesalers",,"MA",,,3481.5,,,,,,,
"Harris Corporation",356,1996,"Electronics, Electrical Equipment",,"FL",,,3480.9,,,,,,,
"Intelligent Electronics, Inc.",357,1996,"Wholesalers",,"PA",,,3474.6,,,,,,,
"Aon Corporation",358,1996,"Insurance: Life, Health (Stock)",,"IL",,,3465.7,,,,,,,
"Nucor Corporation",359,1996,"Metals",,"NC",,,3462,,,,,,,
"Temple-Inland, Inc.",360,1996,"Forest and Paper Products",,"TX",,,3460,,,,,,,
"USF&G Corporation",361,1996,"Insurance: Property and Casualty (Stock)",,"MD",,,3458.8,,,,,,,
"National City Corporation",362,1996,"Commercial Banks",,"OH",,,3449.9,,,,,,,
"Turner Broadcasting System, Inc.",363,1996,"Entertainment",,"GA",,,3437,,,,,,,
"Fred Meyer, Inc.",364,1996,"General Merchandisers",,"OR",,,3428.7,,,,,,,
"PacifiCorp",365,1996,"Utilities: Gas and Electric",,"OR",,,3400.9,,,,,,,
"Providian Corporation",366,1996,"Insurance: Life, Health (Stock)",,"KY",,,3388,,,,,,,
"Computer Sciences Corporation",367,1996,"Computer And Data Services",,"CA",,,3372.5,,,,,,,
"Quantum Corporation",368,1996,"Computers, Office Equipment",,"CA",,,3368,,,,,,,
"Comcast Corporation",369,1996,"Telecommunications",,"PA",,,3362.9,,,,,,,
"Morton International, Inc.",370,1996,"Chemicals",,"IL",,,3354.9,,,,,,,
"First Bank System, Inc.",371,1996,"Commercial Banks",,"MN",,,3328.3,,,,,,,
"Litton Industries, Inc.",372,1996,"Electronics, Electrical Equipment",,"CA",,,3319.7,,,,,,,
"Tenet Healthcare Corp.",373,1996,"Health Care",,"CA",,,3318,,,,,,,
"Trans World Airlines, Inc.",374,1996,"Airlines",,"MO",,,3316.8,,,,,,,
"MAPCO, Inc.",375,1996,"Petroleum Refining",,"OK",,,3310,,,,,,,
"Consolidated Natural Gas Company",376,1996,"Utilities: Gas and Electric",,"PA",,,3307.3,,,,,,,
"Westvaco Corporation",377,1996,"Forest and Paper Products",,"NY",,,3302.7,,,,,,,
"The Turner Corporation",378,1996,"Engineering & Construction",,"NY",,,3281.5,,,,,,,
"Universal Corporation",379,1996,"Tobacco",,"VA",,,3280.9,,,,,,,
"Centex Corporation",380,1996,"Engineering & Construction",,"TX",,,3277.5,,,,,,,
"W.W. Grainger, Inc.",381,1996,"Wholesalers",,"IL",,,3276.9,,,,,,,
"The Sherwin-Williams Company",382,1996,"Chemicals",,"OH",,,3273.8,,,,,,,
"Harcourt General, Inc.",383,1996,"General Merchandisers",,"MA",,,3241.9,,,,,,,
"Allmerica Financial",384,1996,"Insurance: Property and Casualty (Stock)",,"MA",,,3238.9,,,,,,,
"Beverly Enterprises, Inc.",385,1996,"Health Care",,"AR",,,3228.6,,,,,,,
"Parker Hannifin Corporation",386,1996,"Industrial and Farm Equipment",,"OH",,,3214.4,,,,,,,
"Cyprus Amax Minerals Company",387,1996,"Mining, Crude-Oil Production",,"CO",,,3207,,,,,,,
"ServiceMaster",388,1996,"zMiscellaneous",,"IL",,,3202.5,,,,,,,
"Asarco, Inc.",389,1996,"Mining, Crude-Oil Production",,"NY",,,3197.8,,,,,,,
"Pacific Mutual Life Insurance",390,1996,"Insurance: Life, Health (Mutual)",,"CA",,,3160.5,,,,,,,
"Southern Pacific Rail Corporation",391,1996,"Railroads",,"CA",,,3151.3,,,,,,,
"Praxair, Inc.",393,1996,"Chemicals",,"CT",,,3146,,,,,,,
"Avery Dennison Corporation",394,1996,"Forest and Paper Products",,"CA",,,3113.9,,,,,,,
"Comerica, Inc.",395,1996,"Commercial Banks",,"MI",,,3112.6,,,,,,,
"ALLTEL Corporation",396,1996,"Telecommunications",,"AR",,,3109.7,,,,,,,
"WellPoint Health Networks, Inc.",397,1996,"Health Care",,"CA",,,3107.1,,,,,,,
"Tech Data Corporation",398,1996,"Wholesalers",,"FL",,,3086.6,,,,,,,
"Olin Corporation",399,1996,"Food & Drug Stores",,"UT",,,3083.7,,,,,,,
"Foster Wheeler Corporation",400,1996,"Engineering & Construction",,"NJ",,,3081.9,,,,,,,
"Long Island Lighting Company",402,1996,"Utilities: Gas and Electric",,"NY",,,3075.1,,,,,,,
"Brunswick Corporation",403,1996,"Publishing, Printing",,"NY",,,3068.5,,,,,,,
"Staples, Inc.",404,1996,"Specialty Retailers",,"MA",,,3068.1,,,,,,,
"Applied Materials, Inc.",405,1996,"Electronics, Electrical Equipment",,"CA",,,3061.9,,,,,,,
"Yellow Corporation",406,1996,"Trucking",,"KS",,,3056.6,,,,,,,
"Florida Progress Corporation",407,1996,"Utilities: Gas and Electric",,"FL",,,3055.6,,,,,,,
"GEICO Corporation",408,1996,"Insurance: Property and Casualty (Stock)",,"DC",,,3054,,,,,,,
"Hormel Foods Corporation",409,1996,"Food",,"MN",,,3046.2,,,,,,,
"Maytag Corporation",410,1996,"Electronics, Electrical Equipment",,"IA",,,3039.5,,,,,,,
"CINergy Corp.",411,1996,"Utilities: Gas and Electric",,"OH",,,3031.4,,,,,,,
"Valero Energy Corporation",412,1996,"Petroleum Refining",,"TX",,,3019.8,,,,,,,
"Carolina Power & Light Company",414,1996,"Utilities: Gas and Electric",,"NC",,,3006.6,,,,,,,
"The Progressive Corporation",415,1996,"Commercial Banks",,"MO",,,2996.1,,,,,,,
"Owens & Minor, Inc.",416,1996,"Wholesalers",,"VA",,,2976.5,,,,,,,
"Oracle Corporation",417,1996,"Computer And Data Services",,"CA",,,2966.9,,,,,,,
"Diamond Shamrock, Inc.",418,1996,"Petroleum Refining",,"TX",,,2956.7,,,,,,,
"Micron Technology, Inc.",419,1996,"Electronics, Electrical Equipment",,"ID",,,2952.7,,,,,,,
"Whitman Corporation",420,1996,"Beverages",,"IL",,,2946.5,,,,,,,
"Mercantile Stores Company, Inc.",421,1996,"General Merchandisers",,"OH",,,2944.3,,,,,,,
"MicroAge, Inc.",422,1996,"Wholesalers",,"AZ",,,2941.1,,,,,,,
"The McGraw-Hill Companies, Inc.",423,1996,"Publishing, Printing",,"NY",,,2935.3,,,,,,,
"Baltimore Gas & Electric Company",424,1996,"Utilities: Gas and Electric",,"MD",,,2934.8,,,,,,,
"York International Corporation",425,1996,"Industrial and Farm Equipment",,"PA",,,2929.9,,,,,,,
"Alumax, Inc.",427,1996,"Metals",,"GA",,,2926.1,,,,,,,
"The Pittston Company",428,1996,"Mail, Package, and Freight Delivery",,"CT",,,2926.1,,,,,,,
"U.S. Industries, Inc.",429,1996,"Metal Products",,"NJ",,,2908.4,,,,,,,
"Reliance Group Holdings ,Inc.",430,1996,"Insurance: Property and Casualty (Stock)",,"NY",,,2906,,,,,,,
"Kerr-McGee Corporation",431,1996,"Engineering & Construction",,"NE",,,2902,,,,,,,
"The Est_e Lauder Companies Inc.",432,1996,"Soaps, Cosmetics",,"NY",,,2899.1,,,,,,,
"U.S. Bancorp",433,1996,"Commercial Banks",,"OR",,,2897.3,,,,,,,
"American President Companies, Ltd.",434,1996,"Marine services",,"CA",,,2896,,,,,,,
"Flagstar Companies, Inc.",435,1996,"Food Services",,"SC",,,2893.8,,,,,,,
"Automatic Data Processing, Inc.",436,1996,"Computer And Data Services",,"NJ",,,2893.7,,,,,,,
"Nash Finch Company",437,1996,"Wholesalers",,"MN",,,2888.8,,,,,,,
"Southwest Airlines Co.",438,1996,"Airlines",,"TX",,,2872.8,,,,,,,
"Shaw Industries, Inc.",439,1996,"Textiles",,"GA",,,2869.8,,,,,,,
"Bruno's, Inc.",440,1996,"Food & Drug Stores",,"AL",,,2869.6,,,,,,,
"CoreStates Financial Corporation",441,1996,"Commercial Banks",,"PA",,,2868,,,,,,,
"Tribune Company",442,1996,"Publishing, Printing",,"IL",,,2863.6,,,,,,,
"NorAm Energy Corp.",443,1996,"Pipelines",,"TX",,,2862.1,,,,,,,
"Conseco, Inc.",444,1996,"Insurance: Life, Health (Stock)",,"IN",,,2860.7,,,,,,,
"Republic New York Corporation",445,1996,"Commercial Banks",,"NY",,,2859.6,,,,,,,
"Hasbro, Inc.",446,1996,"Toys, Sporting Goods",,"RI",,,2858.2,,,,,,,
"The Williams Companies, Inc.",447,1996,"Pipelines",,"OK",,,2855.7,,,,,,,
"Fleetwood Enterprises, Inc.",448,1996,"Forest and Paper Products",,"CA",,,2855.7,,,,,,,
"Louisiana-Pacific Corporation",449,1996,"Forest and Paper Products",,"OR",,,2843.2,,,,,,,
"Engelhard Corporation",450,1996,"Chemicals",,"NJ",,,2840.1,,,,,,,
"CompUSA Inc.",451,1996,"Specialty Retailers",,"TX",,,2813.1,,,,,,,
"UtiliCorp United Inc.",452,1996,"Utilities: Gas and Electric",,"MO",,,2798.5,,,,,,,
"Aid Association for Lutherans",453,1996,"Insurance: Life, Health (Mutual)",,"WI",,,2795.8,,,,,,,
"Graybar Electric Company, Inc.",454,1996,"Wholesalers",,"MO",,,2774.4,,,,,,,
"The Caldor Corp.",455,1996,"General Merchandisers",,"CT",,,2764.5,,,,,,,
"Knight-Ridder, Inc.",456,1996,"Publishing, Printing",,"FL",,,2751.8,,,,,,,
"Manville Corporation",457,1996,"Building Materials, Glass",,"CO",,,2733.8,,,,,,,
"Health Systems International, Inc.",458,1996,"Health Care",,"CA",,,2732.1,,,,,,,
"Echlin, Inc.",459,1996,"Motor Vehicles & Parts",,"CT",,,2717.9,,,,,,,
"Ultramar Corporation",460,1996,"Petroleum Refining",,"CT",,,2714.4,,,,,,,
"Becton, Dickinson and Company",461,1996,"Scientific, Photographic and Control Equipment",,"NJ",,,2712.5,,,,,,,
"Sonoco Products Company",462,1996,"Forest and Paper Products",,"SC",,,2706.2,,,,,,,
"Kelly Services, Inc.",463,1996,"Temporary Help",,"MI",,,2689.8,,,,,,,
"Payless Cashways, Inc.",464,1996,"Specialty Retailers",,"MO",,,2685.7,,,,,,,
"SCI Systems, Inc.",465,1996,"Computers, Office Equipment",,"AL",,,2673.8,,,,,,,
"PP&L Resources",466,1996,"Utilities: Gas and Electric",,"PA",,,2650,,,,,,,
"Allegheny Power System, Inc.",467,1996,"Utilities: Gas and Electric",,"NY",,,2647.8,,,,,,,
"Longs Drug Stores Corporation",468,1996,"Food & Drug Stores",,"CA",,,2644.4,,,,,,,
"Baker Hughes, Incorporated",469,1996,"Industrial and Farm Equipment",,"TX",,,2637.5,,,,,,,
"The Columbia Gas System, Inc.",470,1996,"Utilities: Gas and Electric",,"DE",,,2635.2,,,,,,,
"Armstrong World Industries, Inc.",471,1996,"Building Materials, Glass",,"PA",,,2635.1,,,,,,,
"Dean Foods Company",472,1996,"Food",,"IL",,,2630.2,,,,,,,
"The Stanley Works",473,1996,"Metal Products",,"CT",,,2624.3,,,,,,,
"Computer Associates International",474,1996,"Computer And Data Services",,"NY",,,2623,,,,,,,
"Ball Corporation",475,1996,"Metal Products",,"IN",,,2591.7,,,,,,,
"Northern States Power Company",476,1996,"Utilities: Gas and Electric",,"MN",,,2568.6,,,,,,,
"Hannaford Bros. Company",477,1996,"Food & Drug Stores",,"ME",,,2568.1,,,,,,,
"Teledyne, Inc.",478,1996,"Electronics, Electrical Equipment",,"CA",,,2567.8,,,,,,,
"MBNA Corporation",479,1996,"Commercial Banks",,"DE",,,2565.4,,,,,,,
"Maxxam, Inc.",480,1996,"Metals",,"TX",,,2565.2,,,,,,,
"Caliber Systems, Inc.",482,1996,"Trucking",,"OH",,,2547.6,,,,,,,
"OfficeMax, Inc.",483,1996,"Specialty Retailers",,"OH",,,2542.5,,,,,,,
"Morrison Knudsen Corporation",484,1996,"Engineering & Construction",,"ID",,,2530.9,,,,,,,
"The Olsten Corporation",485,1996,"Temporary Help",,"NY",,,2518.9,,,,,,,
"Centerior Energy Corporation",486,1996,"Utilities: Gas and Electric",,"OH",,,2515.5,,,,,,,
"Spartan Stores, Inc.",487,1996,"Food & Drug Stores",,"MI",,,2512.4,,,,,,,
"Newell Company",488,1996,"Metal Products",,"IL",,,2498.4,,,,,,,
"Pennzoil Company",489,1996,"Petroleum Refining",,"TX",,,2490,,,,,,,
"Provident Companies, Inc.",490,1996,"Wholesalers",,"WI",,,2488.2,,,,,,,
"Golden West Financial Corporation",491,1996,"Savings Institutions",,"CA",,,2470,,,,,,,
"AST Research, Inc.",492,1996,"Computers, Office Equipment",,"CA",,,2467.8,,,,,,,
"Ohio Edison Company",493,1996,"Utilities: Gas and Electric",,"OH",,,2465.8,,,,,,,
"Foundation Health Corporation",494,1996,"Health Care",,"CA",,,2459.9,,,,,,,
"State Street Boston Corporation",495,1996,"Commercial Banks",,"MA",,,2445.7,,,,,,,
"USG Corporation",496,1996,"Building Materials, Glass",,"IL",,,2444,,,,,,,
"Cotter & Co.",497,1996,"Specialty Retailers",,"IL",,,2437,,,,,,,
"Ace Hardware Corporation",498,1996,"Wholesalers",,"IL",,,2436,,,,,,,
"General Instrument Corporation",499,1996,"Electronics, Electrical Equipment",,"IL",,,2432,,,,,,,
"Advanced Micro Devices, Inc.",500,1996,"Electronics, Electrical Equipment",,"CA",,,2429.7,,,,,,,
"General Motors Corporation",1,1997,"Motor Vehicles & Parts",,"MI",,,168369,,,,,,,
"Ford Motor Company",2,1997,"Motor Vehicles & Parts",,"MI",,,146991,,,,,,,
"Exxon Corporation",3,1997,"Petroleum Refining",,"TX",,,119434,,,,,,,
"Wal-Mart Stores, Inc.",4,1997,"General Merchandisers",,"AR",,,106147,,,,,,,
"General Electric Company",5,1997,"Electronics, Electrical Equipment",,"CT",,,79179,,,,,,,
"International Business Machines Corporation",6,1997,"Computers, Office Equipment",,"NY",,,75947,,,,,,,
"AT&T Corp.",7,1997,"Telecommunications",,"NY",,,74525,,,,,,,
"Mobil Corporation",8,1997,"Petroleum Refining",,"VA",,,72267,,,,,,,
"Chrysler Corporation",9,1997,"Motor Vehicles & Parts",,"MI",,,61397,,,,,,,
"Philip Morris Companies Inc.",10,1997,"Tobacco",,"NY",,,54553,,,,,,,
"Texaco Inc.",11,1997,"Petroleum Refining",,"NY",,,44561,,,,,,,
"State Farm Insurance Companies",12,1997,"Insurance: Property and Casualty (Mutual)",,"IL",,,42781.2,,,,,,,
"Prudential Insurance Company of America",13,1997,"Insurance: Life, Health (Mutual)",,"NJ",,,40175,,,,,,,
"E.I. du Pont de Nemours and Company, Inc.",14,1997,"Chemicals",,"DE",,,39689,,,,,,,
"Chevron Corporation",15,1997,"Petroleum Refining",,"CA",,,38691,,,,,,,
"Hewlett-Packard Company",16,1997,"Computers, Office Equipment",,"CA",,,38420,,,,,,,
"Sears, Roebuck & Company",17,1997,"General Merchandisers",,"IL",,,38236,,,,,,,
"The Procter & Gamble Company",18,1997,"Soaps, Cosmetics",,"OH",,,35284,,,,,,,
"Amoco Corporation",19,1997,"Petroleum Refining",,"IL",,,32726,,,,,,,
"Citicorp",20,1997,"Commercial Banks",,"NY",,,32605,,,,,,,
"PepsiCo, Inc.",21,1997,"Food Services",,"NY",,,31645,,,,,,,
"Kmart Corporation",22,1997,"General Merchandisers",,"MI",,,31437,,,,,,,
"American International Group,Inc.",23,1997,"Insurance: Property and Casualty (Stock)",,"NY",,,28205.3,,,,,,,
"Motorola, Inc.",24,1997,"Electronics, Electrical Equipment",,"IL",,,27973,,,,,,,
"The Chase Manhattan Corporation",25,1997,"Commercial Banks",,"NY",,,27421,,,,,,,
"Lockheed Martin Corporation",26,1997,"Aerospace & Defense",,"MD",,,26875,,,,,,,
"Dayton Hudson Corporation",27,1997,"General Merchandisers",,"MN",,,25371,,,,,,,
"The Kroger Company",28,1997,"Food & Drug Stores",,"OH",,,25170.9,,,,,,,
"Fannie Mae",29,1997,"Diversified Financials",,"DC",,,25054,,,,,,,
"Merrill Lynch & Co., Inc.",30,1997,"Securities",,"NY",,,25011,,,,,,,
"ConAgra, Inc.",31,1997,"Food",,"NE",,,24821.6,,,,,,,
"The Allstate Corporation",32,1997,"Insurance: Property and Casualty (Stock)",,"IL",,,24299,,,,,,,
"J.C. Penney Company, Inc.",33,1997,"General Merchandisers",,"TX",,,23649,,,,,,,
"United Technologies Corporation",34,1997,"Aerospace & Defense",,"CT",,,23512,,,,,,,
"Metropolitan Life Insurance Co.",35,1997,"Insurance: Life, Health (Stock)",,"NY",,,23000,,,,,,,
"The Boeing Company",36,1997,"Aerospace & Defense",,"WA",,,22681,,,,,,,
"United Parcel Service of America, Inc.",37,1997,"Mail, Package, and Freight Delivery",,"GA",,,22368,,,,,,,
"BankAmerica Corporation",38,1997,"Commercial Banks",,"CA",,,22071,,,,,,,
"Johnson & Johnson",39,1997,"Pharmaceuticals",,"NJ",,,21620,,,,,,,
"Travelers Group Inc.",40,1997,"Insurance: Property and Casualty (Stock)",,"NY",,,21345.4,,,,,,,
"GTE Corporation",41,1997,"Telecommunications",,"CT",,,21339.2,,,,,,,
"USX Corporation",42,1997,"Petroleum Refining",,"PA",,,21076,,,,,,,
"Intel Corporation",43,1997,"Semiconductors",,"CA",,,20847,,,,,,,
"International Paper Company",44,1997,"Forest and Paper Products",,"NY",,,20143,,,,,,,
"The Dow Chemical Company",45,1997,"Chemicals",,"MI",,,20053,,,,,,,
"Loews Corporation",46,1997,"Insurance: Property and Casualty (Stock)",,"NY",,,19964.8,,,,,,,
"Columbia/HCA Healthcare Corp.",47,1997,"Health Care",,"TN",,,19909,,,,,,,
"Merck & Co., Inc.",48,1997,"Pharmaceuticals",,"NJ",,,19828.7,,,,,,,
"Costco Companies, Inc.",49,1997,"Specialty Retailers",,"WA",,,19566.5,,,,,,,
"The Home Depot, Inc.",50,1997,"Specialty Retailers",,"GA",,,19535.5,,,,,,,
"Xerox Corporation",51,1997,"Computers, Office Equipment",,"CT",,,19521,,,,,,,
"Atlantic Richfield Company",52,1997,"Petroleum Refining",,"CA",,,19168.5,,,,,,,
"BellSouth Corporation",53,1997,"Telecommunications",,"GA",,,19040,,,,,,,
"CIGNA Corporation",54,1997,"Insurance: Life, Health (Stock)",,"PA",,,18950,,,,,,,
"The Walt Disney Company",55,1997,"Entertainment",,"CA",,,18739,,,,,,,
"American Stores Company",56,1997,"Food & Drug Stores",,"UT",,,18678.1,,,,,,,
"Sara Lee Corporation",57,1997,"Food",,"IL",,,18624,,,,,,,
"The Coca-Cola Company",58,1997,"Beverages",,"GA",,,18546,,,,,,,
"MCI Communications Corporation",59,1997,"Telecommunications",,"DC",,,18494,,,,,,,
"Compaq Computer Corporation",60,1997,"Computers, Office Equipment",,"TX",,,18109,,,,,,,
"AMR Corporation",61,1997,"Airlines",,"TX",,,17753,,,,,,,
"NationsBank Corporation",62,1997,"Commercial Banks",,"NC",,,17509,,,,,,,
"New York Life Insurance Company",63,1997,"Insurance: Life, Health (Mutual)",,"NY",,,17347,,,,,,,
"American Express Company",64,1997,"Diversified Financials",,"NY",,,17280,,,,,,,
"Safeway Inc.",65,1997,"Food & Drug Stores",,"CA",,,17269,,,,,,,
"RJR Nabisco Holdings Corporation",66,1997,"Food",,"NY",,,17063,,,,,,,
"Aetna, Inc.",67,1997,"Insurance: Life, Health (Stock)",,"CT",,,16900.2,,,,,,,
"Caterpillar, Inc.",68,1997,"Industrial and Farm Equipment",,"IL",,,16522,,,,,,,
"Fleming Companies, Inc.",69,1997,"Wholesalers",,"OK",,,16486.7,,,,,,,
"Supervalu, Inc.",70,1997,"Wholesalers",,"MN",,,16486.3,,,,,,,
